123.6446 	ERROR 	Error in handleLineEditChange: inputFieldName=session, type=<type 'int'>, value=`, error=invalid literal for int() with base 10: '`'
125.0356 	ERROR 	Error in handleLineEditChange: inputFieldName=session, type=<type 'int'>, value=, error=invalid literal for int() with base 10: ''
155.1110 	INFO 	---START PARAMETERS---
155.1110 	INFO 	filename: GalbraithHeat-1-1-Jul_29_1609
155.1110 	INFO 	subject: 1
155.1110 	INFO 	session: 1
155.1110 	INFO 	date: Jul_29_1609
155.1110 	INFO 	ISI: 1
155.1110 	INFO 	fixCrossPos: [0, 0]
155.1110 	INFO 	fixCrossSize: 50
155.1111 	INFO 	fullScreen: True
155.1111 	INFO 	imageDir: Circles/
155.1111 	INFO 	imageSuffix: .JPG
155.1111 	INFO 	nBlocks: 6
155.1111 	INFO 	nTrials: 2
155.1111 	INFO 	painDur: 8
155.1111 	INFO 	painISI: 10
155.1111 	INFO 	promptDir: Text/
155.1111 	INFO 	promptFile: HeatAnticipationPrompts.txt
155.1111 	INFO 	questionDownKey: 1
155.1111 	INFO 	questionDur: 999.0
155.1111 	INFO 	questionFile: Text/AnxietyScale.txt
155.1111 	INFO 	questionUpKey: 2
155.1111 	INFO 	screenColor: (255, 255, 255)
155.1111 	INFO 	screenToShow: 0
155.1111 	INFO 	skipPrompts: False
155.1111 	INFO 	stimDur: 2
155.1111 	INFO 	tStartup: 2
155.1111 	INFO 	textColor: (0, 0, 0)
155.1111 	INFO 	vasStepSize: 0.5
155.1112 	INFO 	---END PARAMETERS---
155.1946 	INFO 	Loaded monitor calibration from ['2018_07_19 11:48']
155.2016 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [1440, 900]. Using actual size
156.1691 	EXP 	Created win = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([255., 255., 255.]), colorSpace='rgb255', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x111716190>, multiSample=False, name='win', numSamples=2, pos=[0, 0], screen=0, size=array([2880, 1800]), stereo=False, units='deg', useFBO=False, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
156.1786 	EXP 	Created fixCross = ShapeStim(autoDraw=False, autoLog=True, closeShape=False, contrast=1.0, depth=0, fillColor=None, fillColorSpace='rgb', interpolate=True, lineColor='#000000', lineColorSpace='hex', lineWidth=3.0, name='fixCross', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([1., 1.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
156.3058 	EXP 	Created topMsg = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='topMsg', opacity=1.0, ori=0.0, pos=array([0. , 0.5]), rgb=array([0, 0, 0]), text='aaa', units='norm', win=Window(...), wrapWidth=1.5)
156.3143 	EXP 	Created bottomMsg = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='#000000', colorSpace='hex', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='bottomMsg', opacity=1.0, ori=0.0, pos=array([ 0. , -0.5]), rgb=array([0, 0, 0]), text='bbb', units='norm', win=Window(...), wrapWidth=1.5)
156.5394 	EXP 	Created ImageStimulus = ImageStim(autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='Circles/4_1.JPG', interpolate=False, mask=None, maskParams=None, name='ImageStimulus', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
156.9944 	EXP 	topMsg: text = 'You will see a growing circle of a certain color leading up to a heat sensation that you will experience once the whole screen is that color. Heat intensity increases from green, yellow, to most intense when red. Black color indicates you will at random either receive the lowest or highest intensity. You can rate your anxiety level throughout the study by moving the cursor on your screen.'
156.9944 	EXP 	bottomMsg: text = 'Press any button to continue.'
156.9944 	EXP 	Display Instructions1
159.4384 	DATA 	Keypress: space
159.5848 	EXP 	topMsg: text = 'If you have any questions, please ask the experimenter now.'
159.5848 	EXP 	bottomMsg: text = 'WHEN YOU ARE READY TO BEGIN, press any button.'
159.5848 	EXP 	Display Instructions2
161.2948 	DATA 	Keypress: space
161.2954 	EXP 	---START EXPERIMENT---
161.3964 	EXP 	==== START BLOCK 1/6 ====
161.3978 	EXP 	Created triangle = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineWidth=1.5, name='triangle', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([1., 1.]), units='norm', vertices=ndarray(...), win=Window(...), windingRule=None)
